VERSION=1
25
1,Wa-01,3.482949001,1.644403529,33071.955193,1002,0.000000,-1,-1,0,0,1
1,Wa-02,3.407670158,1.648226218,31802.743411,1002,0.000000,-1,-1,0,0,1
1,Wa-03,3.333193363,1.652234262,30775.643513,1002,0.000000,-1,-1,0,0,1
1,Wa-04,3.264471024,1.653368377,29996.449316,1002,0.000000,-1,-1,0,0,1
1,Wa-05,3.169962806,1.632064609,39288.460009,1002,0.000000,-1,-1,0,0,1
1,Wa-06,3.141641977,1.624638198,44901.996241,1002,0.000000,-1,-1,0,0,1
1,Wa-07,3.624710228,1.739503936,31707.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-08,3.462583626,1.756988470,28897.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-09,3.264593232,1.766727408,26841.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-10,3.171121740,1.734490269,31197.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-11,3.134668269,1.713165766,37514.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-12,3.093710697,1.696616798,42911.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-13,3.077407402,1.680210145,47376.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-14,3.066514872,1.672347367,52165.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-15,3.057206962,1.663226067,57215.000000,1002,0.000000,-1,-1,0,0,1
0,Wa-16,0.000000000,0.000000000,0.000000,1002,0.000000,-1,-1,0,0,1
0,Wa-17,0.000000000,0.000000000,0.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-18,3.143794910,1.904179626,37514.983856,1002,0.000000,-1,-1,0,0,1
1,Wa-Ref1,4.296044387,1.702037302,22024.454066,1002,0.000000,-1,-1,1,0,1
1,Wa-Ref2,4.651163109,1.737947591,10671.626432,1002,0.000000,-1,-1,1,0,1
1,Wa-Ref3,0.757634967,1.815682846,100708.000000,1002,0.000000,-1,-1,1,0,1
1,Wa-Ref4,1.736742476,1.596096201,78543.000000,1002,0.000000,-1,-1,1,0,1
1,Wa-19,3.121368023,1.868470399,41622.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-20,3.086324185,1.839968928,45210.000000,1002,0.000000,-1,-1,0,0,1
1,Wa-22,3.059573838,1.783121495,57278.000000,1002,0.000000,-1,-1,0,0,1
